name,url,language,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score
swc,https://github.com/swc-project/swc,Rust,37,0,48,7,7.9,19,218,148,1,149,0.5805
rust-smallvec,https://github.com/servo/rust-smallvec,Rust,70,0,66,8,0.8,7,14,9,2.7,584,0.58002
LanguageClient-neovim,https://github.com/autozimu/LanguageClient-neovim,Rust,48,1,125,8,3.1,6,155,131,1.7,152,0.57957
rhai,https://github.com/jonathandturner/rhai,Rust,59,0,24,8,26.5,19,73,68,2.7,24,0.57927
backtrace-rs,https://github.com/rust-lang/backtrace-rs,Rust,68,1,78,4,2.1,16,41,27,3.1,542,0.57798
parking_lot,https://github.com/Amanieu/parking_lot,Rust,56,0,62,7,1.5,8,22,16,3.4,314,0.57772
rusoto,https://github.com/rusoto/rusoto,Rust,66,0,176,6,3.5,4,79,36,1.3,160,0.5776
actix-net,https://github.com/actix/actix-net,Rust,29,0,56,9,3,39,46,29,2.1,141,0.57748
wezterm,https://github.com/wez/wezterm,Rust,37,0,28,2,22,23,142,119,3,346,0.57732
nom,https://github.com/Geal/nom,Rust,75,1,270,3,3.2,12,134,76,1.3,208,0.57724
rust-bitcoin,https://github.com/rust-bitcoin/rust-bitcoin,Rust,79,0,59,7,3.1,4,101,67,2.7,98,0.57437
kube-rs,https://github.com/clux/kube-rs,Rust,27,0,44,8,11.1,16,53,36,2.5,90,0.57426
nalgebra,https://github.com/dimforge/nalgebra,Rust,93,0,122,8,3.5,9,75,46,1.4,30,0.57412
actix,https://github.com/actix/actix,Rust,41,0,99,5,1.9,4,30,16,2.3,1139,0.57383
itertools,https://github.com/rust-itertools/itertools,Rust,78,0,99,4,4.3,13,37,25,2.1,141,0.57336
rust-mozjs,https://github.com/servo/rust-mozjs,Rust,107,0,91,6,0.6,2,3,3,3.3,1356,0.57323
yew,https://github.com/yewstack/yew,Rust,37,0,211,2,10.6,18,114,64,2.5,55,0.57234
juniper,https://github.com/graphql-rust/juniper,Rust,52,0,106,4,4.3,15,96,59,1.8,114,0.57197
zola,https://github.com/getzola/zola,Rust,49,1,208,6,3.6,6,125,62,2,88,0.57185
redis-rs,https://github.com/mitsuhiko/redis-rs,Rust,85,0,91,8,4.4,5,57,39,1.6,62,0.57104
broot,https://github.com/Canop/broot,Rust,26,0,37,5,8.4,52,59,37,2.9,177,0.57029
tide,https://github.com/http-rs/tide,Rust,29,0,108,5,7.5,11,98,62,1.9,99,0.56984
sentry-cli,https://github.com/getsentry/sentry-cli,Rust,60,0,72,4,2.8,21,60,35,1.4,287,0.56806
sled,https://github.com/spacejam/sled,Rust,60,0,61,5,14.1,11,76,56,1,128,0.56782
geo,https://github.com/georust/geo,Rust,72,0,56,4,5.1,13,84,50,2.6,81,0.565
structopt,https://github.com/TeXitoi/structopt,Rust,48,1,56,5,1.5,6,26,24,2.5,2221,0.56473
delta,https://github.com/dandavison/delta,Rust,18,0,48,3,15.8,12,169,136,3.2,155,0.56247
probe-rs,https://github.com/probe-rs/probe-rs,Rust,23,0,59,6,13.3,12,153,108,2.4,37,0.56196
ruffle,https://github.com/ruffle-rs/ruffle,Rust,53,0,48,3,48.1,95,1012,660,1.4,5,0.56043
rust,https://github.com/exercism/rust,Rust,92,1,207,6,2.3,0,80,76,1.3,394,0.56034
cargo-c,https://github.com/lu-zero/cargo-c,Rust,22,0,27,8,2.5,21,47,41,2.8,220,0.55926
cortex-m,https://github.com/rust-embedded/cortex-m,Rust,52,1,47,9,2.9,1,46,37,4.1,298,0.55891
x86_64,https://github.com/rust-osdev/x86_64,Rust,76,0,45,7,4,16,45,35,1.7,58,0.55877
hashbrown,https://github.com/rust-lang/hashbrown,Rust,26,0,54,6,2.7,14,20,15,3.6,212,0.5587
linkerd2-proxy,https://github.com/linkerd/linkerd2-proxy,Rust,37,0,33,7,5.8,47,134,130,0.4,219,0.55868
rust-fil-proofs,https://github.com/filecoin-project/rust-fil-proofs,Rust,31,0,40,5,7.5,172,124,100,2.2,58,0.55847
glium,https://github.com/glium/glium,Rust,76,0,140,6,1.1,8,40,31,2.5,36,0.55808
racer,https://github.com/racer-rust/racer,Rust,83,1,168,8,1,2,20,13,2.1,237,0.558
comit-rs,https://github.com/comit-network/comit-rs,Rust,33,0,22,3,50.9,6,224,219,2.7,109,0.55758
rust-cssparser,https://github.com/servo/rust-cssparser,Rust,97,1,51,6,0.1,12,2,2,4.5,880,0.5566
actix-extras,https://github.com/actix/actix-extras,Rust,40,0,245,5,3,24,45,31,1.4,21,0.5551
fd,https://github.com/sharkdp/fd,Rust,44,1,107,4,3.6,6,95,70,2.4,218,0.55492
log,https://github.com/rust-lang/log,Rust,74,0,84,8,0.8,1,29,16,1.4,617,0.55426
lemmy,https://github.com/LemmyNet/lemmy,Rust,23,0,131,1,27.1,10,246,159,1.5,206,0.55406
deltachat-core-rust,https://github.com/deltachat/deltachat-core-rust,Rust,20,0,23,6,28.8,38,206,167,2.1,25,0.55322
rust-libp2p,https://github.com/libp2p/rust-libp2p,Rust,46,0,84,4,7,1,181,134,1.9,187,0.55281
librsvg,https://github.com/GNOME/librsvg,Rust,241,0,176,3,16.8,7,0,0,0,2192,0.55274
wasm-tools,https://github.com/bytecodealliance/wasm-tools,Rust,44,0,38,6,8.3,33,82,72,1,69,0.5526
graph-node,https://github.com/graphprotocol/graph-node,Rust,33,0,31,5,22.3,10,213,162,0.8,139,0.55235
imageflow,https://github.com/imazen/imageflow,Rust,75,0,19,7,8.5,33,60,56,1.3,53,0.55136
warp,https://github.com/seanmonstar/warp,Rust,33,1,117,9,2.1,6,83,31,2,94,0.55107
exa,https://github.com/ogham/exa,Rust,81,2,115,8,1.6,2,142,99,1.3,181,0.55088
tokenizers,https://github.com/huggingface/tokenizers,Rust,14,0,39,6,20.6,28,169,125,1.7,36,0.55072
veloren,https://github.com/veloren/veloren,Rust,32,2,147,4,36.9,2,1,1,1,5455,0.55061
rls,https://github.com/rust-lang/rls,Rust,53,1,138,7,1.4,6,24,14,1.6,265,0.55042
RustPython,https://github.com/RustPython/RustPython,Rust,32,0,182,3,36.1,1,184,150,1.5,40,0.54778
rust,https://github.com/tensorflow/rust,Rust,62,2,36,8,1,5,18,11,2.4,1446,0.54593
orbtk,https://github.com/redox-os/orbtk,Rust,61,0,55,3,18,2,101,64,2.3,107,0.54559
serenity,https://github.com/serenity-rs/serenity,Rust,51,0,151,1,5.8,23,211,182,1.1,95,0.54538
zksync,https://github.com/matter-labs/zksync,Rust,26,1,34,3,60.6,12,42,30,1.8,357,0.54485
rustyline,https://github.com/kkawakam/rustyline,Rust,70,0,36,8,2.6,9,52,35,1.2,106,0.54444
html5ever,https://github.com/servo/html5ever,Rust,83,1,90,5,0.2,9,4,2,3.8,477,0.5443
compiler-builtins,https://github.com/rust-lang/compiler-builtins,Rust,54,1,70,7,1.2,9,38,22,3.5,76,0.54427
gstreamer-rs,https://github.com/sdroege/gstreamer-rs,Rust,45,0,59,6,12.9,11,5,5,1.4,153,0.54388
handlebars-rust,https://github.com/sunng87/handlebars-rust,Rust,73,0,51,9,5,1,30,18,1.9,105,0.54344
glutin,https://github.com/rust-windowing/glutin,Rust,78,0,180,8,0.7,3,24,18,2.3,23,0.54259
spotifyd,https://github.com/Spotifyd/spotifyd,Rust,74,0,78,2,1.4,4,105,37,2.7,341,0.54162
mio,https://github.com/tokio-rs/mio,Rust,77,2,171,6,2.3,1,98,78,1.6,137,0.5411
rust-protobuf,https://github.com/stepancheg/rust-protobuf,Rust,90,1,100,5,8,9,13,5,2.5,47,0.54074
quickcheck,https://github.com/BurntSushi/quickcheck,Rust,83,0,82,4,0.4,16,18,16,1.8,154,0.54005
cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,Rust,20,0,47,6,41.1,9,424,382,0.8,15,0.53942
chalk,https://github.com/rust-lang/chalk,Rust,66,0,83,3,19.6,1,98,72,2.6,39,0.53932
navi,https://github.com/denisidoro/navi,Rust,16,0,48,6,5.4,37,35,29,3.2,40,0.53864
num,https://github.com/rust-num/num,Rust,77,2,85,7,0.3,12,4,3,1.8,746,0.53826
async-graphql,https://github.com/async-graphql/async-graphql,Rust,10,0,47,3,21.7,545,93,89,4,30,0.53809
rust-sdl2,https://github.com/Rust-SDL2/rust-sdl2,Rust,90,0,260,5,1.7,1,34,14,2.2,34,0.53793
traits,https://github.com/RustCrypto/traits,Rust,46,0,18,6,6.4,25,127,107,0.6,134,0.53724
pulldown-cmark,https://github.com/raphlinus/pulldown-cmark,Rust,69,0,51,6,1.4,3,28,14,3.6,96,0.53724
capnproto-rust,https://github.com/capnproto/capnproto-rust,Rust,91,0,55,4,3.6,21,25,15,2.7,24,0.53713
lapin,https://github.com/CleverCloud/lapin,Rust,47,0,26,6,13.9,107,16,14,3.6,13,0.53665
uuid,https://github.com/uuid-rs/uuid,Rust,84,0,109,5,1,3,22,14,1.9,132,0.53651
async-std,https://github.com/async-rs/async-std,Rust,17,1,112,7,4.2,7,53,23,1.8,162,0.53623
num-traits,https://github.com/rust-num/num-traits,Rust,77,2,109,6,0.6,5,18,11,2.7,229,0.53575
crossterm,https://github.com/crossterm-rs/crossterm,Rust,36,0,90,5,1.8,9,45,25,2.1,74,0.5341
num-bigint,https://github.com/rust-num/num-bigint,Rust,77,1,112,6,1.9,4,26,16,2.5,65,0.5334
ggez,https://github.com/ggez/ggez,Rust,60,0,129,6,0.4,1,81,61,1.4,135,0.53306
curl-rust,https://github.com/alexcrichton/curl-rust,Rust,80,0,92,6,0.9,5,15,11,1.3,143,0.53216
tantivy,https://github.com/tantivy-search/tantivy,Rust,60,0,71,6,3.5,4,80,54,1.4,43,0.53182
rustls,https://github.com/ctz/rustls,Rust,57,0,53,6,2.5,6,57,38,2.1,43,0.53054
abstreet,https://github.com/dabreegster/abstreet,Rust,34,0,20,4,48.1,52,103,58,3.1,6,0.53042
differential-datalog,https://github.com/vmware/differential-datalog,Rust,34,0,24,5,13.9,46,129,90,2.2,11,0.52755
oreboot,https://github.com/oreboot/oreboot,Rust,216,0,881,3,2.8,1,68,53,0.8,7,0.52714
rust-rocksdb,https://github.com/rust-rocksdb/rust-rocksdb,Rust,74,0,103,7,1.4,2,32,19,1.6,49,0.52628
tauri,https://github.com/tauri-apps/tauri,Rust,18,1,44,4,10.6,89,113,71,1.2,153,0.52593
neon,https://github.com/neon-bindings/neon,Rust,64,1,53,6,4.6,8,81,48,1.9,33,0.52534
spotify-tui,https://github.com/Rigellute/spotify-tui,Rust,17,1,85,3,8.9,12,137,87,1.3,194,0.52463
toml-rs,https://github.com/alexcrichton/toml-rs,Rust,79,0,97,5,0.2,1,15,6,1.5,629,0.52459
topgrade,https://github.com/r-darwish/topgrade,Rust,32,0,73,4,5.3,40,73,68,2.8,6,0.52431
env_logger,https://github.com/env-logger-rs/env_logger,Rust,72,1,50,6,0.7,3,22,12,2.8,294,0.5241
rust-bio,https://github.com/rust-bio/rust-bio,Rust,73,0,60,7,1.6,3,45,17,2,45,0.52385
openethereum,https://github.com/openethereum/openethereum,Rust,62,0,212,4,1.6,3,145,91,1.9,10,0.52354
gir,https://github.com/gtk-rs/gir,Rust,67,0,37,6,3.2,0,74,57,2.9,106,0.5233
combine,https://github.com/Marwes/combine,Rust,73,0,44,6,1.8,11,16,15,1.2,101,0.5232
proc-macro2,https://github.com/alexcrichton/proc-macro2,Rust,44,1,23,6,3.6,18,13,11,1.2,622,0.5224
askama,https://github.com/djc/askama,Rust,49,0,71,6,3,2,65,50,2.1,37,0.52212
piston,https://github.com/PistonDevelopers/piston,Rust,81,0,79,7,0.3,0,7,5,1.6,757,0.52182
h2,https://github.com/hyperium/h2,Rust,46,0,44,9,0.8,6,20,14,1.4,130,0.52161
boa,https://github.com/boa-dev/boa,Rust,29,0,88,4,10.7,5,320,263,2.9,3,0.52124
relay,https://github.com/getsentry/relay,Rust,36,0,29,4,10.6,22,118,106,0.9,47,0.52113
ncspot,https://github.com/hrkfdn/ncspot,Rust,26,0,41,4,3.2,10,112,85,1.6,125,0.52098
tarpc,https://github.com/google/tarpc,Rust,61,0,30,7,1.1,6,24,18,3.4,47,0.52034
prisma-engines,https://github.com/prisma/prisma-engines,Rust,24,0,24,4,33.6,671,350,302,0.4,27,0.51998
http,https://github.com/hyperium/http,Rust,46,0,62,6,0.4,2,33,12,2,278,0.51937
rust-csv,https://github.com/BurntSushi/rust-csv,Rust,82,1,46,7,0.4,14,16,8,1.6,151,0.51921
sentry-rust,https://github.com/getsentry/sentry-rust,Rust,56,0,41,6,2.2,7,38,27,1.6,65,0.51881
bytes,https://github.com/tokio-rs/bytes,Rust,72,0,68,3,1,5,61,41,1.5,163,0.51866
gvt-linux,https://github.com/intel/gvt-linux,C,191,0,5000,10,1339.3,42,46,66,1.8,48919,0.93999
git,https://github.com/git/git,C,191,0,1913,4,45.6,50,48,71,14.2,28092533,0.93679
linux,https://github.com/raspberrypi/linux,C,191,0,5000,10,158.2,4,136,265,4.3,59394,0.92605
linux,https://github.com/torvalds/linux,C,113,0,5000,10,1520.6,73,0,215,0,48554360,0.91801
php-src,https://github.com/php/php-src,C,264,0,1207,9,76.2,50,361,594,1.5,290464,0.90875
openssl,https://github.com/openssl/openssl,C,268,0,702,4,49.1,15,676,1119,4.5,405417,0.89121
systemd,https://github.com/systemd/systemd,C,191,0,1884,2,88.3,9,894,1317,3.1,114739,0.8628
qmk_firmware,https://github.com/qmk/qmk_firmware,C,126,0,2006,4,48.5,120,912,1280,1.6,17324,0.84399
curl,https://github.com/curl/curl,C,256,0,867,8,27.8,9,390,424,2.6,30200,0.83302
zephyr,https://github.com/zephyrproject-rtos/zephyr,C,69,0,1038,5,196.9,13,2276,3133,2.1,4981,0.83081
openwrt,https://github.com/openwrt/openwrt,C,204,0,901,4,63.5,2,334,477,5.6,23850,0.81872
u-boot,https://github.com/u-boot/u-boot,C,250,0,2729,8,125.9,19,4,5,0.2,86363,0.815
qemu,https://github.com/qemu/qemu,C,217,0,2057,3,155.8,16,6,6,1,219443,0.80989
mbed-os,https://github.com/ARMmbed/mbed-os,C,96,0,866,6,53,18,1702,2010,1.7,3691,0.8084
esp-idf,https://github.com/espressif/esp-idf,C,53,0,472,3,45.8,17,383,733,3.4,77592,0.80452
kmsan,https://github.com/google/kmsan,C,191,1,5000,10,1265.9,0,2,4,2.5,7488,0.80306
redis,https://github.com/redis/redis,C,143,0,508,10,16.8,6,515,674,2.8,8016,0.79719
astropy,https://github.com/astropy/astropy,C,115,0,403,9,39.2,12,427,663,4.3,1458,0.79218
gnucash,https://github.com/Gnucash/gnucash,C,282,0,231,4,26.7,12,65,78,4.2,137435,0.79062
RIOT,https://github.com/RIOT-OS/RIOT,C,125,0,377,6,100.7,5,692,942,3.5,2726,0.7859
ompi,https://github.com/open-mpi/ompi,C,208,0,302,9,9.8,6,252,379,2.8,25889,0.7818
kernel_common,https://github.com/aosp-mirror/kernel_common,C,191,0,5000,10,1521.3,52,0,0,0,666,0.76366
frr,https://github.com/FRRouting/frr,C,220,0,395,5,49.6,5,578,775,5.8,942,0.76363
lxc,https://github.com/lxc/lxc,C,151,0,467,6,12.8,9,55,75,2.7,24253,0.76302
RetroArch,https://github.com/libretro/RetroArch,C,129,0,512,5,78.2,9,280,491,1.5,3740,0.76164
obs-studio,https://github.com/obsproject/obs-studio,C,88,0,423,5,20,22,386,643,3.2,2272,0.75825
FFmpeg,https://github.com/FFmpeg/FFmpeg,C,244,0,2038,1,76.5,17,8,9,2.6,29616,0.75788
bcc,https://github.com/iovisor/bcc,C,69,0,374,10,6.8,5,91,129,2.5,33820,0.75756
linux-xlnx,https://github.com/Xilinx/linux-xlnx,C,191,1,5000,10,20.7,9,0,0,0,119647,0.75674
FreeRDP,https://github.com/FreeRDP/FreeRDP,C,115,0,372,8,13.9,5,173,259,2.7,7924,0.7565
ImageMagick,https://github.com/ImageMagick/ImageMagick,C,138,0,111,7,28.4,66,99,140,3.3,8344,0.7562
haproxy,https://github.com/haproxy/haproxy,C,183,0,321,5,46.3,17,123,211,4.4,1510,0.75544
spdk,https://github.com/spdk/spdk,C,66,0,216,3,58.7,8,126,185,5.9,17537,0.75536
glusterfs,https://github.com/gluster/glusterfs,C,181,0,362,6,8.2,37,571,850,3.7,1047,0.75338
libuv,https://github.com/libuv/libuv,C,119,2,444,9,4.7,23,44,124,2.4,27109,0.75288
util-linux,https://github.com/karelzak/util-linux,C,343,0,749,5,18.9,6,63,88,3.3,5077,0.74871
linux,https://github.com/xanmod/linux,C,49,0,5000,10,1287.3,182,23,28,2.5,3,0.7486
optee_os,https://github.com/OP-TEE/optee_os,C,80,0,185,7,15.2,7,205,240,4.4,9112,0.74844
mptcp,https://github.com/multipath-tcp/mptcp,C,191,1,5000,10,88,1,2,5,1.2,4486,0.74659
urbit,https://github.com/urbit/urbit,C,88,0,155,4,85.6,5,751,872,2.5,8874,0.7452
edk2,https://github.com/tianocore/edk2,C,179,0,505,4,26.4,4,324,326,1.3,13357,0.73933
gpdb,https://github.com/greenplum-db/gpdb,C,298,0,365,7,24.4,18,403,548,1.5,943,0.73709
fio,https://github.com/axboe/fio,C,183,0,355,6,7.7,15,53,79,3.7,4715,0.73689
freebsd,https://github.com/freebsd/freebsd,C,335,0,796,8,156.5,0,10,47,0.3,32429,0.73684
darktable,https://github.com/darktable-org/darktable,C,143,0,443,2,80.6,3,1116,1395,4.2,1297,0.73662
rdma-core,https://github.com/linux-rdma/rdma-core,C,194,0,358,8,10.3,37,83,90,1.5,3407,0.73457
kernel,https://github.com/sonyxperiadev/kernel,C,191,0,5000,10,14.2,0,26,33,1.9,906,0.73133
mesa,https://github.com/mesa3d/mesa,C,278,0,1087,6,245.8,23,4,4,0.8,1210,0.73127
zfs,https://github.com/openzfs/zfs,C,156,0,548,8,16.2,12,800,1107,1.7,270,0.73112
mbedtls,https://github.com/ARMmbed/mbedtls,C,146,0,214,7,26.2,15,216,483,1.3,2381,0.72839
libvirt,https://github.com/libvirt/libvirt,C,184,0,706,2,80.9,33,7,7,1,24132,0.72572
gtk,https://github.com/GNOME/gtk,C,281,0,1844,5,121.7,30,0,0,0,13731,0.72487
incubator-nuttx,https://github.com/apache/incubator-nuttx,C,169,1,451,5,78,10,702,756,2.3,396,0.72366
netdata,https://github.com/netdata/netdata,C,92,0,450,3,26.2,13,484,733,2.7,1171,0.72189
libgit2,https://github.com/libgit2/libgit2,C,148,0,462,7,10.3,5,99,179,1.6,4000,0.71943
wazuh,https://github.com/wazuh/wazuh,C,186,0,262,3,93,15,905,1398,0.6,1930,0.7191
blender,https://github.com/blender/blender,C,222,0,571,4,178.3,8,6,6,1.7,4244,0.71839
kamailio,https://github.com/kamailio/kamailio,C,235,0,403,6,34.5,11,120,134,3.1,383,0.71761
ltp,https://github.com/linux-test-project/ltp,C,251,0,380,7,18.2,3,31,83,0.9,18209,0.71657
ovs,https://github.com/openvswitch/ovs,C,140,0,602,8,9.1,11,3,10,0.7,23283,0.71499
linux,https://github.com/beagleboard/linux,C,191,4,5000,10,0.4,113,3,12,1.3,4923,0.71074
CMake,https://github.com/Kitware/CMake,C,247,0,1274,5,48.3,33,2,2,1,1878,0.70805
mpv,https://github.com/mpv-player/mpv,C,241,0,516,2,18.5,3,266,406,3.3,3375,0.70713
AudioKit,https://github.com/AudioKit/AudioKit,C,84,0,162,7,40.7,8,81,88,3.5,1083,0.70503
linux,https://github.com/endlessm/linux,C,191,1,5000,10,698.6,16,11,12,0.1,14,0.70318
dpdk,https://github.com/DPDK/dpdk,C,95,0,988,5,102.9,19,3,3,1,1409,0.70152
fwupd,https://github.com/fwupd/fwupd,C,71,0,137,9,23.9,14,280,302,3.3,327,0.70124
iproute2,https://github.com/shemminger/iproute2,C,203,0,558,7,5.8,6,3,5,1.6,18954,0.70091
vlc,https://github.com/videolan/vlc,C,260,0,922,7,71.5,2,4,4,0.8,4936,0.7005
tmux,https://github.com/tmux/tmux,C,164,0,37,5,13.3,5,128,140,6.1,8645,0.69678
OpenSC,https://github.com/OpenSC/OpenSC,C,234,0,211,7,8.4,4,65,113,4.1,1429,0.69558
micropython,https://github.com/micropython/micropython,C,88,0,365,3,17.5,1,174,360,2.1,11537,0.69531
arduino-esp32,https://github.com/espressif/arduino-esp32,C,51,0,368,6,3.9,4,500,699,2.1,3731,0.69514
betaflight,https://github.com/betaflight/betaflight,C,108,0,485,1,10.2,15,227,303,3.2,3499,0.69481
lede,https://github.com/coolsnowwolf/lede,C,40,0,198,5,20.4,1,355,547,2.7,9791,0.69419
glib,https://github.com/GNOME/glib,C,274,0,1391,6,18.5,22,0,0,0,15456,0.69258
janus-gateway,https://github.com/meetecho/janus-gateway,C,84,0,231,6,10.3,7,143,162,3.6,1038,0.69213
rsyslog,https://github.com/rsyslog/rsyslog,C,196,1,361,4,4.7,29,29,97,2.5,4901,0.6915
illumos-gate,https://github.com/illumos/illumos-gate,C,189,0,1092,6,14.7,0,2,3,0.7,62483,0.69097
criu,https://github.com/checkpoint-restore/criu,C,113,0,147,7,6.1,7,102,166,2.9,2327,0.69087
rt-thread,https://github.com/RT-Thread/rt-thread,C,144,0,374,4,17.9,1,270,344,1.5,4332,0.69084
cockpit,https://github.com/cockpit-project/cockpit,C,87,0,159,3,32.6,40,365,503,2.5,662,0.69011
suricata,https://github.com/OISF/suricata,C,140,0,201,5,20.3,12,292,335,1.2,1148,0.68927
gpac,https://github.com/gpac/gpac,C,188,0,71,9,27,4,66,80,3.2,1666,0.68754
neomutt,https://github.com/neomutt/neomutt,C,274,0,390,3,20,13,88,133,3,556,0.68651
s2n,https://github.com/awslabs/s2n,C,79,0,153,8,12.7,22,167,251,2.4,351,0.68562
keepalived,https://github.com/acassen/keepalived,C,137,0,141,7,10.7,11,77,83,3,928,0.68486
radare2,https://github.com/radareorg/radare2,C,145,0,904,3,35.3,11,488,619,1.9,54,0.68345
wine,https://github.com/wine-mirror/wine,C,335,0,2133,2,162.6,24,2,2,1.5,281,0.68279
libfabric,https://github.com/ofiwg/libfabric,C,87,0,159,10,21.1,6,265,292,1.6,426,0.68207
libvips,https://github.com/libvips/libvips,C,162,0,62,9,9.7,13,114,146,4.6,423,0.68135
ostree,https://github.com/ostreedev/ostree,C,112,0,129,7,5.6,8,61,79,3.9,1509,0.68126
Tasmota,https://github.com/arendst/Tasmota,C,48,0,262,2,54.7,9,1050,1078,3.4,380,0.67856
mruby,https://github.com/mruby/mruby,C,106,0,299,5,16.1,2,172,180,1.2,3238,0.67794
libmesh,https://github.com/libMesh/libmesh,C,219,0,104,8,25.5,3,138,163,2.4,890,0.67758
pacemaker,https://github.com/ClusterLabs/pacemaker,C,212,0,148,5,21.3,12,93,100,2,1021,0.67655
rpm,https://github.com/rpm-software-management/rpm,C,305,0,186,7,7.6,4,101,150,2.4,1065,0.67307
jemalloc,https://github.com/jemalloc/jemalloc,C,140,0,127,6,9,4,77,104,1.3,7647,0.673
HandBrake,https://github.com/HandBrake/HandBrake,C,182,0,98,4,9.9,4,147,196,3.4,3328,0.67225
syslog-ng,https://github.com/syslog-ng/syslog-ng,C,167,0,151,4,23,5,112,138,4.3,483,0.66983
yugabyte-db,https://github.com/yugabyte/yugabyte-db,C,59,0,158,4,41.3,22,636,1457,0.7,518,0.66868
krb5,https://github.com/krb5/krb5,C,404,0,135,6,2.6,9,31,36,4,2406,0.66852
wireshark,https://github.com/wireshark/wireshark,C,271,1,1056,3,42.4,34,2,2,1,2352,0.66784
pkg,https://github.com/freebsd/pkg,C,125,0,179,5,7.3,17,90,116,1,2014,0.66651
MapServer,https://github.com/MapServer/MapServer,C,252,0,147,9,5.2,3,41,55,2.2,2293,0.6662
ucx,https://github.com/openucx/ucx,C,75,0,93,6,28,17,350,439,4,80,0.66575
oj,https://github.com/ohler55/oj,C,108,0,86,9,1,22,14,16,3.4,3282,0.66551
sonic-buildimage,https://github.com/Azure/sonic-buildimage,C,58,0,264,6,25.1,1,752,1114,2.4,265,0.66381
openenclave,https://github.com/openenclave/openenclave,C,40,0,112,5,19.7,17,207,305,4.3,326,0.66376
kernel,https://github.com/rockchip-linux/kernel,C,191,5,5000,10,3.8,0,4,19,1.7,1973,0.66335
slurm,https://github.com/SchedMD/slurm,C,233,0,349,5,70.4,20,1,1,1,1383,0.66308
firmware,https://github.com/raspberrypi/firmware,C,107,0,18,7,1.9,6,22,81,4.2,38641,0.66251
ctags,https://github.com/universal-ctags/ctags,C,233,0,175,5,13.9,1,114,139,5.5,445,0.66247
libreswan,https://github.com/libreswan/libreswan,C,185,0,182,5,50.9,17,8,23,2.7,285,0.66236
pcp,https://github.com/performancecopilot/pcp,C,165,0,190,3,41.4,7,124,145,0.7,2482,0.66213
i3,https://github.com/i3/i3,C,145,0,304,4,3.9,6,107,174,2.6,954,0.66182
core,https://github.com/cfengine/core,C,158,0,137,6,11.4,34,116,122,2.2,198,0.66132
tpm2-tools,https://github.com/tpm2-software/tpm2-tools,C,65,0,98,9,9,18,82,109,2.3,538,0.66087
librdkafka,https://github.com/edenhill/librdkafka,C,101,0,220,6,8.7,6,88,148,2,651,0.65984
flatpak,https://github.com/flatpak/flatpak,C,73,2,164,5,12.9,17,160,262,1.8,2215,0.65939
